doc_id,item,category,amount,price,discount
2TUCGQ9,Сковорода,Посуда,4,2361.72,0.0
2TUCGQ9,Чашка,Посуда,5,323.68,0.0
OKWL57S,Порошок стиральный,Бытовая химия,1,199.98,0.0
OKWL57S,Шампунь,Бытовая химия,4,261.29,0.0
OKWL57S,Тарелка,Посуда,4,1947.54,0.0
OKWL57S,Скатерть,Текстиль,5,2374.55,338.06
51ECQUV,Шампунь,Бытовая химия,2,116.88,0.0
51ECQUV,Зарядное устройство,Электроника,2,1307.3,377.45
51ECQUV,Чашка,Посуда,5,1831.17,0.0
51ECQUV,Молоко,Продукты,3,173.21,0.0
51ECQUV,Яблоки,Продукты,5,198.47,0.0
F22Y74Q,Постельное белье,Текстиль,2,2961.94,0.0
5PQ48E6,Мыло,Бытовая химия,2,354.09,0.0
5PQ48E6,Наушники,Электроника,1,1924.39,0.0
5PQ48E6,Яблоки,Продукты,4,185.9,38.21
MH3EIKA,Колбаса,Продукты,2,325.2,59.63
KV781B3,Тарелка,Посуда,3,293.38,76.83
KV781B3,Сковорода,Посуда,2,1816.75,0.0
KV781B3,Средство для мытья посуды,Бытовая химия,5,123.84,0.0
KV781B3,Флешка,Электроника,3,1357.6,0.0
9EJRA9Q,Гель для душа,Бытовая химия,1,130.37,0.0
9EJRA9Q,Нож,Посуда,2,1568.27,360.66
9EJRA9Q,Мышь,Электроника,4,1201.66,0.0
01WF1S2,Порошок стиральный,Бытовая химия,2,327.48,0.0
0EIREKT,Средство для мытья посуды,Бытовая химия,1,224.82,0.0
0EIREKT,Яблоки,Продукты,3,267.16,0.0
0EIREKT,Флешка,Электроника,3,886.57,0.0
0EIREKT,Полотенце,Текстиль,1,2980.35,0.0
7VWM3XV,Нож,Посуда,2,2312.9,0.0
7VWM3XV,Порошок стиральный,Бытовая химия,4,293.74,0.0
7VWM3XV,Порошок стиральный,Бытовая химия,3,296.11,0.0
IFON2P8,Клавиатура,Электроника,1,1170.47,0.0
IFON2P8,Колбаса,Продукты,3,140.76,0.0
IFON2P8,Яблоки,Продукты,3,279.49,0.0
53HCC7K,Мышь,Электроника,4,1043.02,160.2
53HCC7K,Клавиатура,Электроника,5,1953.08,0.0
53HCC7K,Скатерть,Текстиль,1,2240.28,0.0
DYII2V1,Средство для мытья посуды,Бытовая химия,5,302.17,48.43
DYII2V1,Яблоки,Продукты,1,252.38,0.0
LUIF8V7,Яблоки,Продукты,1,138.84,0.0
LUIF8V7,Тарелка,Посуда,5,2113.44,0.0
LUIF8V7,Плед,Текстиль,5,2107.69,0.0
LUIF8V7,Нож,Посуда,5,1574.07,0.0
LUIF8V7,Скатерть,Текстиль,1,2095.42,0.0
JMYQANA,Флешка,Электроника,4,650.27,0.0
JMYQANA,Мышь,Электроника,4,1625.19,0.0
JMYQANA,Шампунь,Бытовая химия,1,134.26,0.0
JMYQANA,Сковорода,Посуда,4,1036.07,0.0
JMYQANA,Мыло,Бытовая химия,3,127.95,9.54
PXIKI1K,Тарелка,Посуда,1,2133.05,0.0
PXIKI1K,Наушники,Электроника,5,1395.61,0.0
1OP3IF7,Зарядное устройство,Электроника,4,1366.69,0.0
1OP3IF7,Колбаса,Продукты,3,265.71,0.0
1OP3IF7,Мыло,Бытовая химия,3,386.98,0.0
1OP3IF7,Мышь,Электроника,2,521.24,0.0
1OP3IF7,Сковорода,Посуда,4,748.78,0.0
131LUBW,Гель для душа,Бытовая химия,1,216.5,0.0
131LUBW,Сыр,Продукты,4,96.17,0.0
Q8WRI6X,Кастрюля,Посуда,5,1629.07,343.8
0ATTTBH,Флешка,Электроника,4,1187.2,0.0
0ATTTBH,Гель для душа,Бытовая химия,5,108.31,0.0
U67AGLU,Гель для душа,Бытовая химия,5,355.71,0.0
U67AGLU,Шампунь,Бытовая химия,1,259.83,0.0
U67AGLU,Хлеб,Продукты,4,302.04,0.0
U67AGLU,Наушники,Электроника,2,713.63,0.0
U67AGLU,Порошок стиральный,Бытовая химия,2,399.67,0.0
CVN5O79,Гель для душа,Бытовая химия,1,339.74,0.0
CVN5O79,Яблоки,Продукты,3,223.44,0.0
CVN5O79,Средство для мытья посуды,Бытовая химия,3,345.32,87.41
CVN5O79,Шторы,Текстиль,2,1933.28,0.0
70DDNNP,Нож,Посуда,4,338.17,0.0
70DDNNP,Нож,Посуда,1,1633.73,396.51
70DDNNP,Сыр,Продукты,1,319.0,0.0
70DDNNP,Наушники,Электроника,2,885.66,243.55
70DDNNP,Молоко,Продукты,3,222.29,0.0
TNGESX7,Тарелка,Посуда,4,879.95,0.0
TNGESX7,Нож,Посуда,4,888.73,0.0
TNGESX7,Полотенце,Текстиль,3,2531.83,0.0
TNGESX7,Чашка,Посуда,1,2364.33,637.43
S282Y3I,Нож,Посуда,3,969.8,0.0
VNIU5PZ,Тарелка,Посуда,2,1278.33,0.0
