doc_id,item,category,amount,price,discount
F8GCWJM,Сыр,Продукты,1,334.57,0.0
F8GCWJM,Колбаса,Продукты,5,189.73,0.0
F8GCWJM,Шампунь,Бытовая химия,4,258.79,47.0
F8GCWJM,Тарелка,Посуда,5,1751.96,0.0
F8GCWJM,Мышь,Электроника,4,837.42,172.44
5IIG57Z,Средство для мытья посуды,Бытовая химия,1,170.16,0.0
5IIG57Z,Наушники,Электроника,1,1249.67,0.0
V3936WT,Средство для мытья посуды,Бытовая химия,1,117.6,0.0
V3936WT,Мыло,Бытовая химия,4,200.9,0.0
4TJ9I4R,Скатерть,Текстиль,4,2345.62,0.0
8C4JHHG,Мыло,Бытовая химия,2,140.17,10.67
8C4JHHG,Скатерть,Текстиль,3,1992.92,0.0
XDAEC0N,Гель для душа,Бытовая химия,5,106.5,0.0
XDAEC0N,Молоко,Продукты,5,340.2,43.24
XDAEC0N,Чашка,Посуда,2,813.21,0.0
XDAEC0N,Наушники,Электроника,1,1798.67,386.41
TXF4CGY,Тарелка,Посуда,5,2497.02,611.52
N7DFLLV,Флешка,Электроника,2,1918.25,0.0
N7DFLLV,Молоко,Продукты,1,310.82,0.0
N7DFLLV,Нож,Посуда,4,1507.8,0.0
N7DFLLV,Молоко,Продукты,5,95.59,0.0
N7DFLLV,Молоко,Продукты,1,175.05,45.16
GZ0WMT9,Наушники,Электроника,3,1067.48,277.83
GZ0WMT9,Хлеб,Продукты,1,344.13,74.27
GZ0WMT9,Средство для мытья посуды,Бытовая химия,3,305.44,0.0
GZ0WMT9,Шампунь,Бытовая химия,4,219.56,0.0
GZ0WMT9,Тарелка,Посуда,4,1068.8,264.67
FE08YAM,Мыло,Бытовая химия,4,107.07,0.0
8R7CCVQ,Наушники,Электроника,5,1480.08,0.0
8R7CCVQ,Молоко,Продукты,4,137.43,0.0
8R7CCVQ,Гель для душа,Бытовая химия,1,134.03,0.0
8R7CCVQ,Сковорода,Посуда,4,1438.01,0.0
8R7CCVQ,Средство для мытья посуды,Бытовая химия,2,141.08,28.0
W61IUKT,Сковорода,Посуда,2,2161.84,0.0
