doc_id,item,category,amount,price,discount
JD8Q6AU,Полотенце,Текстиль,2,1939.35,0.0
JD8Q6AU,Тарелка,Посуда,4,473.85,136.89
ER11DUE,Постельное белье,Текстиль,5,1135.21,199.48
BISJRBY,Сыр,Продукты,3,332.67,0.0
BISJRBY,Плед,Текстиль,3,1687.5,153.82
9FAYYBN,Нож,Посуда,3,1160.58,0.0
9FAYYBN,Мыло,Бытовая химия,3,309.46,0.0
9FAYYBN,Плед,Текстиль,3,1457.23,192.11
RTM29CJ,Мыло,Бытовая химия,1,107.71,0.0
GSX9TUD,Гель для душа,Бытовая химия,4,363.13,0.0
GSX9TUD,Плед,Текстиль,4,2091.83,326.57
GSX9TUD,Шампунь,Бытовая химия,2,396.57,0.0
GSX9TUD,Сыр,Продукты,4,103.94,16.69
GSX9TUD,Порошок стиральный,Бытовая химия,4,381.37,0.0
OLFKHMJ,Яблоки,Продукты,2,239.62,0.0
OLFKHMJ,Наушники,Электроника,1,1102.63,0.0
OLFKHMJ,Мышь,Электроника,5,1403.33,145.83
OLFKHMJ,Плед,Текстиль,1,2433.84,0.0
OLFKHMJ,Молоко,Продукты,2,122.37,29.61
OEQSGDI,Наушники,Электроника,4,1548.48,0.0
OEQSGDI,Хлеб,Продукты,2,150.88,0.0
OEQSGDI,Нож,Посуда,2,2005.49,0.0
OEQSGDI,Яблоки,Продукты,1,328.3,16.54
D3UBP7L,Чашка,Посуда,2,1407.19,0.0
D3UBP7L,Полотенце,Текстиль,2,1448.42,0.0
D3UBP7L,Тарелка,Посуда,1,2361.69,0.0
BX0WS5Y,Средство для мытья посуды,Бытовая химия,2,179.96,0.0
BX0WS5Y,Клавиатура,Электроника,5,1660.86,467.15
BX0WS5Y,Плед,Текстиль,5,777.56,0.0
I4A9OF6,Гель для душа,Бытовая химия,4,353.79,0.0
I4A9OF6,Плед,Текстиль,1,1321.85,0.0
I4A9OF6,Колбаса,Продукты,4,169.63,0.0
I4A9OF6,Полотенце,Текстиль,3,1486.49,0.0
X1YBL84,Хлеб,Продукты,5,283.89,0.0
E8KMNT6,Клавиатура,Электроника,3,1341.06,174.33
E8KMNT6,Колбаса,Продукты,5,270.26,0.0
8SHBN68,Наушники,Электроника,1,1689.81,0.0
8SHBN68,Молоко,Продукты,5,112.43,25.28
8SHBN68,Шампунь,Бытовая химия,5,158.56,0.0
41MEJ7Y,Скатерть,Текстиль,4,2828.67,0.0
41MEJ7Y,Чашка,Посуда,5,1463.31,0.0
41MEJ7Y,Скатерть,Текстиль,1,2723.88,0.0
41MEJ7Y,Яблоки,Продукты,1,314.78,0.0
HT0IVQ1,Наушники,Электроника,1,641.62,0.0
HT0IVQ1,Зарядное устройство,Электроника,1,963.92,0.0
HT0IVQ1,Хлеб,Продукты,1,301.18,0.0
2UQLRHG,Наушники,Электроника,3,1255.19,189.83
2UQLRHG,Полотенце,Текстиль,1,505.66,86.27
H825BCS,Яблоки,Продукты,1,290.22,0.0
ZS4ANZQ,Клавиатура,Электроника,3,1445.36,0.0
ZS4ANZQ,Тарелка,Посуда,4,1156.87,98.27
N3BWFST,Флешка,Электроника,4,535.9,122.76
N3BWFST,Молоко,Продукты,4,344.83,0.0
N3BWFST,Клавиатура,Электроника,1,1156.76,0.0
N3BWFST,Порошок стиральный,Бытовая химия,4,197.6,0.0
N3BWFST,Полотенце,Текстиль,3,2390.52,574.99
HERB2PE,Нож,Посуда,3,1835.51,301.61
HERB2PE,Чашка,Посуда,3,1870.76,0.0
HERB2PE,Молоко,Продукты,1,343.53,0.0
HERB2PE,Средство для мытья посуды,Бытовая химия,5,177.88,19.33
CLG4TH7,Средство для мытья посуды,Бытовая химия,5,218.57,34.58
CLG4TH7,Полотенце,Текстиль,4,602.65,0.0
CLG4TH7,Шампунь,Бытовая химия,1,308.74,0.0
U38IQH8,Кастрюля,Посуда,1,1090.03,0.0
