doc_id,item,category,amount,price,discount
N9TQXL7,Шампунь,Бытовая химия,1,368.57,0.0
N9TQXL7,Порошок стиральный,Бытовая химия,2,338.64,0.0
N9TQXL7,Постельное белье,Текстиль,1,2359.01,0.0
WQC49BS,Яблоки,Продукты,2,317.06,87.75
WQC49BS,Кастрюля,Посуда,1,2297.34,181.08
WQC49BS,Скатерть,Текстиль,2,2393.87,0.0
MFI8397,Молоко,Продукты,3,219.92,0.0
MFI8397,Колбаса,Продукты,5,111.62,0.0
MFI8397,Сыр,Продукты,3,242.98,0.0
MFI8397,Наушники,Электроника,2,537.52,135.98
MFI8397,Хлеб,Продукты,4,126.94,0.0
N2SM2NI,Яблоки,Продукты,1,126.74,26.16
N2SM2NI,Гель для душа,Бытовая химия,3,139.19,24.75
N2SM2NI,Мышь,Электроника,5,735.0,0.0
N2SM2NI,Мыло,Бытовая химия,2,261.15,0.0
SOJGZ87,Зарядное устройство,Электроника,5,711.56,0.0
SOJGZ87,Сковорода,Посуда,1,746.56,70.49
SOJGZ87,Шторы,Текстиль,3,629.35,164.78
SOJGZ87,Мышь,Электроника,3,977.83,0.0
5UL4EMI,Нож,Посуда,3,1097.16,0.0
5UL4EMI,Гель для душа,Бытовая химия,5,336.13,95.41
5UL4EMI,Постельное белье,Текстиль,4,2539.09,274.44
6S1SDO5,Постельное белье,Текстиль,3,2428.13,0.0
6S1SDO5,Полотенце,Текстиль,2,1859.88,0.0
6S1SDO5,Флешка,Электроника,2,1536.66,0.0
UXHTUNK,Гель для душа,Бытовая химия,3,390.12,0.0
UXHTUNK,Шторы,Текстиль,5,2963.72,284.38
UXHTUNK,Плед,Текстиль,1,2454.63,667.67
PCUD0UW,Нож,Посуда,5,672.42,148.48
PCUD0UW,Колбаса,Продукты,5,114.19,0.0
PCUD0UW,Тарелка,Посуда,5,1454.8,282.69
PCUD0UW,Кастрюля,Посуда,5,397.0,98.69
F1PYW53,Сыр,Продукты,4,120.68,17.56
HPHS9PY,Зарядное устройство,Электроника,4,1480.96,0.0
HPHS9PY,Колбаса,Продукты,2,349.69,0.0
HPHS9PY,Тарелка,Посуда,3,835.4,0.0
HPHS9PY,Нож,Посуда,5,1663.97,0.0
HPHS9PY,Средство для мытья посуды,Бытовая химия,4,166.8,44.1
FAGKA5C,Гель для душа,Бытовая химия,5,390.31,0.0
FAGKA5C,Полотенце,Текстиль,5,1169.63,0.0
FAGKA5C,Яблоки,Продукты,5,191.08,0.0
FAGKA5C,Мыло,Бытовая химия,1,169.0,0.0
FAGKA5C,Постельное белье,Текстиль,5,895.52,113.36
4PV1SHP,Чашка,Посуда,1,1083.33,0.0
4PV1SHP,Шторы,Текстиль,3,1910.06,0.0
4PV1SHP,Сыр,Продукты,5,333.1,83.91
4PV1SHP,Мышь,Электроника,3,784.37,112.84
4PV1SHP,Гель для душа,Бытовая химия,2,129.15,0.0
G33U7ZB,Мышь,Электроника,2,1527.56,0.0
G33U7ZB,Мыло,Бытовая химия,3,287.35,0.0
G33U7ZB,Колбаса,Продукты,5,151.85,10.52
G33U7ZB,Кастрюля,Посуда,1,813.56,0.0
G33U7ZB,Зарядное устройство,Электроника,4,1664.29,492.74
ZI9BGBF,Мыло,Бытовая химия,5,296.92,0.0
ZI9BGBF,Сыр,Продукты,3,120.97,17.93
56XGH1W,Мыло,Бытовая химия,5,315.51,0.0
C23QC26,Зарядное устройство,Электроника,2,939.46,0.0
C23QC26,Средство для мытья посуды,Бытовая химия,5,188.66,0.0
C23QC26,Полотенце,Текстиль,5,1880.82,0.0
C23QC26,Наушники,Электроника,2,800.0,235.89
C23QC26,Флешка,Электроника,1,833.95,0.0
1SWGINM,Сковорода,Посуда,1,1186.57,0.0
1SWGINM,Гель для душа,Бытовая химия,3,221.85,0.0
1SWGINM,Клавиатура,Электроника,1,1604.73,0.0
1SWGINM,Шторы,Текстиль,5,943.05,0.0
4IL2DCE,Хлеб,Продукты,4,241.64,0.0
4IL2DCE,Сковорода,Посуда,3,1517.23,0.0
4IL2DCE,Молоко,Продукты,5,146.44,0.0
GECEDGC,Полотенце,Текстиль,1,804.24,0.0
GECEDGC,Зарядное устройство,Электроника,5,1913.2,0.0
GECEDGC,Флешка,Электроника,5,613.17,0.0
S8YT1QM,Хлеб,Продукты,4,140.85,0.0
S8YT1QM,Яблоки,Продукты,1,189.95,0.0
S8YT1QM,Сыр,Продукты,3,170.16,0.0
99H1M0E,Сыр,Продукты,2,177.88,0.0
99H1M0E,Флешка,Электроника,2,1516.39,0.0
99H1M0E,Молоко,Продукты,4,316.49,0.0
99H1M0E,Гель для душа,Бытовая химия,5,322.12,0.0
P2CNQ78,Хлеб,Продукты,5,332.64,0.0
P2CNQ78,Шторы,Текстиль,1,2671.67,0.0
P2CNQ78,Сковорода,Посуда,2,642.47,0.0
P2CNQ78,Зарядное устройство,Электроника,4,1226.45,0.0
ROY8QPD,Сыр,Продукты,2,90.02,0.0
V6A8Y3M,Зарядное устройство,Электроника,1,1718.37,469.71
V6A8Y3M,Молоко,Продукты,1,251.49,26.12
V6A8Y3M,Хлеб,Продукты,2,311.16,0.0
CKCRVLS,Зарядное устройство,Электроника,1,858.43,0.0
CKCRVLS,Шампунь,Бытовая химия,4,165.87,0.0
