doc_id,item,category,amount,price,discount
UMCWN6P,Тарелка,Посуда,4,2464.44,242.32
UMCWN6P,Колбаса,Продукты,4,95.13,23.65
UMCWN6P,Наушники,Электроника,2,562.51,0.0
UMCWN6P,Полотенце,Текстиль,3,616.37,0.0
1NIXA2Q,Мышь,Электроника,3,1124.34,0.0
VYJ7U9F,Сыр,Продукты,1,342.3,0.0
VYJ7U9F,Зарядное устройство,Электроника,4,1324.7,315.41
VYJ7U9F,Мышь,Электроника,4,465.56,131.42
EE4E3YP,Тарелка,Посуда,1,2413.65,0.0
EE4E3YP,Тарелка,Посуда,5,1270.71,0.0
EE4E3YP,Кастрюля,Посуда,5,259.54,0.0
EE4E3YP,Яблоки,Продукты,2,159.39,0.0
EE4E3YP,Флешка,Электроника,5,1468.02,0.0
WXE6UQC,Нож,Посуда,4,482.73,0.0
WXE6UQC,Молоко,Продукты,1,130.11,0.0
WXE6UQC,Наушники,Электроника,1,837.06,0.0
WXE6UQC,Порошок стиральный,Бытовая химия,3,387.97,0.0
WXE6UQC,Мыло,Бытовая химия,3,295.99,0.0
MIBUBAI,Сковорода,Посуда,3,1631.0,357.02
MIBUBAI,Флешка,Электроника,5,822.01,0.0
MIBUBAI,Шампунь,Бытовая химия,4,362.52,0.0
65BN2M5,Колбаса,Продукты,5,144.63,0.0
2PC4B3K,Плед,Текстиль,2,684.03,82.35
2PC4B3K,Мышь,Электроника,3,716.12,0.0
2PC4B3K,Шторы,Текстиль,5,747.52,0.0
DLQ9ZK1,Молоко,Продукты,2,190.3,40.39
DLQ9ZK1,Яблоки,Продукты,3,202.27,0.0
DLQ9ZK1,Нож,Посуда,4,1814.19,225.41
DLQ9ZK1,Яблоки,Продукты,4,159.07,0.0
CFIJG0I,Нож,Посуда,3,1738.57,306.81
CFIJG0I,Плед,Текстиль,5,2727.12,745.73
CFIJG0I,Колбаса,Продукты,1,301.13,0.0
U4F9PZU,Наушники,Электроника,3,1853.71,0.0
U4F9PZU,Скатерть,Текстиль,3,2324.52,284.78
U4F9PZU,Порошок стиральный,Бытовая химия,4,313.35,0.0
U4F9PZU,Наушники,Электроника,5,1298.3,0.0
U4F9PZU,Хлеб,Продукты,1,320.6,38.76
J9NVODB,Клавиатура,Электроника,1,1874.35,0.0
J9NVODB,Порошок стиральный,Бытовая химия,3,278.87,0.0
NIA7XC3,Клавиатура,Электроника,1,1555.65,0.0
X42DXRJ,Шампунь,Бытовая химия,1,360.33,28.52
X42DXRJ,Сковорода,Посуда,1,823.75,0.0
X42DXRJ,Чашка,Посуда,5,788.4,0.0
DQ06XH6,Скатерть,Текстиль,2,923.58,0.0
1U2JSW3,Мышь,Электроника,3,1823.38,93.96
1U2JSW3,Сковорода,Посуда,5,1805.19,0.0
1U2JSW3,Наушники,Электроника,4,1342.52,0.0
1DOCHKQ,Мышь,Электроника,4,1360.2,0.0
1DOCHKQ,Хлеб,Продукты,5,268.67,0.0
1DOCHKQ,Колбаса,Продукты,4,304.66,0.0
1DOCHKQ,Зарядное устройство,Электроника,5,1078.1,0.0
1DOCHKQ,Кастрюля,Посуда,5,1102.49,0.0
XVQC4L3,Шторы,Текстиль,4,2845.04,668.89
XVQC4L3,Флешка,Электроника,1,572.36,0.0
XVQC4L3,Чашка,Посуда,5,923.18,136.82
GK8W76H,Сковорода,Посуда,2,2319.87,0.0
GK8W76H,Гель для душа,Бытовая химия,1,297.99,0.0
GK8W76H,Флешка,Электроника,2,881.1,0.0
GK8W76H,Чашка,Посуда,1,1149.52,0.0
7SEYAU4,Хлеб,Продукты,4,326.92,0.0
7SEYAU4,Шампунь,Бытовая химия,3,126.41,0.0
7SEYAU4,Чашка,Посуда,1,1828.58,273.01
7SEYAU4,Клавиатура,Электроника,4,517.8,151.14
7SEYAU4,Плед,Текстиль,2,2931.65,0.0
A9ULFLB,Кастрюля,Посуда,5,1838.01,0.0
A9ULFLB,Кастрюля,Посуда,2,1415.88,180.74
A9ULFLB,Полотенце,Текстиль,1,2916.8,0.0
UH0OCPV,Зарядное устройство,Электроника,2,539.55,0.0
UH0OCPV,Порошок стиральный,Бытовая химия,3,283.98,61.19
97ZXWSF,Порошок стиральный,Бытовая химия,2,168.03,0.0
97ZXWSF,Наушники,Электроника,2,942.08,0.0
97ZXWSF,Молоко,Продукты,3,209.24,0.0
97ZXWSF,Гель для душа,Бытовая химия,4,341.4,0.0
VROQ9KR,Яблоки,Продукты,3,201.44,0.0
VROQ9KR,Зарядное устройство,Электроника,3,734.66,0.0
1C0W5WX,Молоко,Продукты,3,225.39,0.0
1C0W5WX,Средство для мытья посуды,Бытовая химия,4,232.49,0.0
1C0W5WX,Чашка,Посуда,3,925.14,0.0
1C0W5WX,Порошок стиральный,Бытовая химия,5,127.77,0.0
3LM0NZO,Полотенце,Текстиль,3,1508.7,0.0
3LM0NZO,Средство для мытья посуды,Бытовая химия,1,375.48,0.0
WTLNS52,Зарядное устройство,Электроника,1,779.3,0.0
WTLNS52,Нож,Посуда,2,461.58,0.0
WTLNS52,Шампунь,Бытовая химия,4,365.45,0.0
SJXLLML,Полотенце,Текстиль,5,2326.76,0.0
SJXLLML,Мыло,Бытовая химия,1,300.4,0.0
DU9J4BR,Яблоки,Продукты,5,281.45,0.0
DU9J4BR,Мыло,Бытовая химия,4,138.99,0.0
DU9J4BR,Зарядное устройство,Электроника,2,1528.36,0.0
DU9J4BR,Скатерть,Текстиль,4,1962.06,0.0
DU9J4BR,Зарядное устройство,Электроника,2,1303.96,0.0
YONZ7O4,Мышь,Электроника,3,565.44,100.13
YONZ7O4,Нож,Посуда,5,2284.65,0.0
YONZ7O4,Клавиатура,Электроника,4,1740.33,0.0
SHZMQ8S,Сыр,Продукты,3,116.13,0.0
SHZMQ8S,Зарядное устройство,Электроника,1,676.76,108.91
SHZMQ8S,Яблоки,Продукты,2,124.86,0.0
SHZMQ8S,Хлеб,Продукты,2,289.49,0.0
SHZMQ8S,Клавиатура,Электроника,4,1478.77,309.74
OJUOP7S,Плед,Текстиль,1,2241.38,0.0
KIZIQVY,Зарядное устройство,Электроника,1,1564.03,0.0
KIZIQVY,Шампунь,Бытовая химия,5,127.86,16.11
KIZIQVY,Мышь,Электроника,1,801.85,0.0
KIZIQVY,Колбаса,Продукты,3,181.85,0.0
KIZIQVY,Флешка,Электроника,3,588.18,0.0
UG2WYPX,Скатерть,Текстиль,2,1445.6,159.0
UG2WYPX,Шампунь,Бытовая химия,3,138.79,0.0
4IJZIM1,Сыр,Продукты,5,317.89,0.0
4IJZIM1,Наушники,Электроника,5,512.77,0.0
4IJZIM1,Хлеб,Продукты,2,285.65,0.0
F8SBMBR,Яблоки,Продукты,5,271.06,0.0
F8SBMBR,Зарядное устройство,Электроника,4,571.53,0.0
F8SBMBR,Хлеб,Продукты,1,288.71,0.0
F8SBMBR,Мышь,Электроника,4,1544.23,0.0
F8SBMBR,Хлеб,Продукты,5,149.28,0.0
Y0C1BST,Полотенце,Текстиль,1,1580.31,0.0
Y0C1BST,Клавиатура,Электроника,5,929.97,0.0
Y0C1BST,Гель для душа,Бытовая химия,4,339.13,0.0
Y0C1BST,Наушники,Электроника,5,805.53,0.0
T1RHJGQ,Наушники,Электроника,3,1936.17,428.74
