doc_id,item,category,amount,price,discount
QBT7HT6,Яблоки,Продукты,2,147.73,0.0
QBT7HT6,Сковорода,Посуда,2,1716.59,138.99
QBT7HT6,Кастрюля,Посуда,4,1624.69,198.48
QBT7HT6,Флешка,Электроника,1,1285.03,0.0
JZSFISL,Сковорода,Посуда,1,873.76,0.0
3LG306Z,Постельное белье,Текстиль,1,2452.06,0.0
15I8CDM,Порошок стиральный,Бытовая химия,1,318.96,0.0
CTFWMOM,Мыло,Бытовая химия,1,311.77,33.1
CTFWMOM,Колбаса,Продукты,3,141.54,0.0
ZGWBFIN,Наушники,Электроника,4,460.45,0.0
ZGWBFIN,Плед,Текстиль,4,1992.65,557.12
ZGWBFIN,Порошок стиральный,Бытовая химия,1,156.86,35.73
H215T10,Зарядное устройство,Электроника,3,1500.69,0.0
H215T10,Полотенце,Текстиль,5,2073.52,0.0
JYDNE9T,Мыло,Бытовая химия,5,385.03,0.0
JYDNE9T,Клавиатура,Электроника,2,658.74,0.0
JYDNE9T,Хлеб,Продукты,2,237.9,0.0
JYDNE9T,Флешка,Электроника,5,727.29,0.0
0XI8H29,Хлеб,Продукты,3,90.46,22.48
0XI8H29,Плед,Текстиль,3,2892.15,183.35
0XI8H29,Сковорода,Посуда,5,1489.72,110.52
12C1U03,Нож,Посуда,1,855.61,0.0
12C1U03,Скатерть,Текстиль,2,1165.89,0.0
12C1U03,Нож,Посуда,1,2174.95,0.0
12C1U03,Кастрюля,Посуда,2,1860.68,150.79
12C1U03,Плед,Текстиль,3,2658.34,666.71
UW0ERDW,Постельное белье,Текстиль,5,2823.54,0.0
UW0ERDW,Плед,Текстиль,1,762.28,0.0
UW0ERDW,Плед,Текстиль,3,2082.82,145.71
UW0ERDW,Яблоки,Продукты,1,212.41,0.0
7LEFNDE,Чашка,Посуда,4,2266.64,0.0
G182ATO,Флешка,Электроника,1,1639.66,0.0
G182ATO,Нож,Посуда,2,378.5,0.0
G182ATO,Гель для душа,Бытовая химия,4,307.99,74.14
G182ATO,Гель для душа,Бытовая химия,2,165.7,0.0
NZ35XNP,Шторы,Текстиль,2,2038.78,0.0
NZ35XNP,Гель для душа,Бытовая химия,2,121.5,33.88
NZ35XNP,Молоко,Продукты,5,313.79,68.91
BF2HWCT,Зарядное устройство,Электроника,1,1836.01,0.0
BF2HWCT,Тарелка,Посуда,2,1395.66,0.0
BF2HWCT,Флешка,Электроника,2,1499.38,0.0
BF2HWCT,Средство для мытья посуды,Бытовая химия,1,271.52,0.0
BF2HWCT,Наушники,Электроника,4,846.56,0.0
SHLIDCC,Чашка,Посуда,5,589.8,151.03
SHLIDCC,Клавиатура,Электроника,5,1115.68,0.0
4PTX6HE,Чашка,Посуда,1,1340.13,0.0
4PTX6HE,Средство для мытья посуды,Бытовая химия,5,369.08,0.0
RY2YP57,Чашка,Посуда,3,2193.72,0.0
RY2YP57,Мышь,Электроника,5,786.2,0.0
RY2YP57,Хлеб,Продукты,1,116.47,16.95
KNL0K3B,Мыло,Бытовая химия,3,375.24,0.0
9C09Y2S,Шампунь,Бытовая химия,4,338.39,0.0
9C09Y2S,Флешка,Электроника,2,553.13,0.0
9C09Y2S,Сыр,Продукты,5,344.21,0.0
9C09Y2S,Флешка,Электроника,1,1833.05,285.77
9C09Y2S,Колбаса,Продукты,3,302.09,0.0
Q7B6LVZ,Колбаса,Продукты,5,180.22,0.0
AYQGOQ9,Зарядное устройство,Электроника,3,676.26,0.0
AYQGOQ9,Скатерть,Текстиль,2,1173.83,0.0
RMBEIEI,Средство для мытья посуды,Бытовая химия,2,214.26,0.0
RMBEIEI,Мышь,Электроника,2,874.83,178.32
RMBEIEI,Яблоки,Продукты,3,195.8,0.0
ONYG7TQ,Зарядное устройство,Электроника,5,1359.81,0.0
ONYG7TQ,Сыр,Продукты,2,128.66,0.0
ONYG7TQ,Зарядное устройство,Электроника,4,947.7,0.0
ONYG7TQ,Зарядное устройство,Электроника,3,1491.54,0.0
ONYG7TQ,Скатерть,Текстиль,4,1499.73,234.7
CPE9DTF,Плед,Текстиль,5,551.93,0.0
CPE9DTF,Сковорода,Посуда,1,2326.51,0.0
CPE9DTF,Сковорода,Посуда,3,415.76,0.0
CPE9DTF,Мыло,Бытовая химия,3,357.02,0.0
33ERXTD,Сковорода,Посуда,2,878.97,0.0
33ERXTD,Средство для мытья посуды,Бытовая химия,4,145.6,0.0
ND5MUK3,Колбаса,Продукты,2,214.25,24.55
ND5MUK3,Наушники,Электроника,5,1973.29,0.0
ND5MUK3,Нож,Посуда,1,1489.57,0.0
ND5MUK3,Яблоки,Продукты,1,265.76,0.0
ND5MUK3,Тарелка,Посуда,4,2049.74,529.7
EAI6E8T,Плед,Текстиль,4,708.65,0.0
EAI6E8T,Кастрюля,Посуда,2,1512.79,0.0
6HIA708,Клавиатура,Электроника,1,1401.63,315.82
6HIA708,Полотенце,Текстиль,5,1814.57,0.0
6HIA708,Яблоки,Продукты,4,295.11,0.0
6HIA708,Плед,Текстиль,4,1084.81,176.77
1RTTGM2,Порошок стиральный,Бытовая химия,2,128.21,0.0
1RTTGM2,Средство для мытья посуды,Бытовая химия,3,236.93,54.95
1RTTGM2,Мышь,Электроника,1,955.7,0.0
1RTTGM2,Мышь,Электроника,4,509.7,0.0
GWZV4T9,Сковорода,Посуда,3,2011.23,0.0
GWZV4T9,Чашка,Посуда,2,567.07,0.0
GWZV4T9,Порошок стиральный,Бытовая химия,2,202.96,0.0
DZ8Z26V,Сыр,Продукты,2,234.47,0.0
DZ8Z26V,Клавиатура,Электроника,3,1515.94,98.91
DZ8Z26V,Шторы,Текстиль,5,1109.4,302.64
DZ8Z26V,Хлеб,Продукты,2,334.54,95.39
QKYV95X,Сыр,Продукты,1,330.34,35.97
QKYV95X,Шампунь,Бытовая химия,4,172.14,49.14
QKYV95X,Молоко,Продукты,1,247.65,0.0
0M4M8HO,Молоко,Продукты,3,212.29,0.0
0M4M8HO,Нож,Посуда,4,1656.2,409.22
0M4M8HO,Шампунь,Бытовая химия,2,299.56,74.21
0M4M8HO,Чашка,Посуда,3,1483.73,114.62
0M4M8HO,Зарядное устройство,Электроника,5,1024.75,0.0
K0B2AAJ,Средство для мытья посуды,Бытовая химия,2,125.72,13.87
K0B2AAJ,Колбаса,Продукты,1,303.1,0.0
K0B2AAJ,Флешка,Электроника,2,1620.05,0.0
K0B2AAJ,Молоко,Продукты,5,328.95,87.1
K0B2AAJ,Молоко,Продукты,4,159.93,46.22
YV4HUVD,Кастрюля,Посуда,4,1510.55,0.0
YV4HUVD,Сковорода,Посуда,3,2477.98,641.36
YV4HUVD,Плед,Текстиль,4,1038.25,0.0
KKAK9YK,Клавиатура,Электроника,3,756.56,0.0
KKAK9YK,Скатерть,Текстиль,3,2626.33,0.0
KKAK9YK,Постельное белье,Текстиль,1,777.19,216.41
KKAK9YK,Кастрюля,Посуда,3,1489.67,0.0
