doc_id,item,category,amount,price,discount
1MZGKGT,Чашка,Посуда,4,2352.01,0.0
1MZGKGT,Флешка,Электроника,1,873.65,99.0
2Q7Q5V3,Скатерть,Текстиль,5,648.91,53.58
5TW5MA0,Зарядное устройство,Электроника,2,1750.61,0.0
5TW5MA0,Средство для мытья посуды,Бытовая химия,1,211.87,0.0
5TW5MA0,Флешка,Электроника,5,812.39,0.0
5TW5MA0,Плед,Текстиль,2,1759.13,195.79
627TJOP,Шторы,Текстиль,2,2251.31,400.57
627TJOP,Нож,Посуда,2,1032.16,152.28
627TJOP,Скатерть,Текстиль,1,1517.84,0.0
627TJOP,Флешка,Электроника,2,1713.91,0.0
M5VAQ2I,Постельное белье,Текстиль,1,1354.89,0.0
YCN3XVY,Плед,Текстиль,1,2861.76,0.0
YCN3XVY,Колбаса,Продукты,2,90.82,9.54
YCN3XVY,Средство для мытья посуды,Бытовая химия,2,240.18,0.0
YCN3XVY,Сыр,Продукты,1,317.09,0.0
YCN3XVY,Постельное белье,Текстиль,5,1709.89,0.0
FX90PLG,Шампунь,Бытовая химия,3,320.3,0.0
FX90PLG,Мышь,Электроника,2,642.46,0.0
FX90PLG,Мышь,Электроника,4,700.93,0.0
A7S52NZ,Мышь,Электроника,1,466.05,0.0
5KINTTU,Средство для мытья посуды,Бытовая химия,5,356.18,0.0
5KINTTU,Молоко,Продукты,5,316.32,0.0
5KINTTU,Мышь,Электроника,1,1427.96,0.0
5KINTTU,Мыло,Бытовая химия,5,398.09,0.0
2WAIBU5,Плед,Текстиль,4,2121.2,552.3
2WAIBU5,Порошок стиральный,Бытовая химия,3,289.11,0.0
2WAIBU5,Нож,Посуда,2,1559.27,409.47
2WAIBU5,Гель для душа,Бытовая химия,5,116.69,20.36
XAEKYBD,Наушники,Электроника,4,1889.91,0.0
XAEKYBD,Зарядное устройство,Электроника,5,1584.13,428.29
XAEKYBD,Чашка,Посуда,1,1486.33,126.88
XAEKYBD,Флешка,Электроника,5,1382.68,0.0
L236IE1,Сыр,Продукты,2,253.31,61.27
L236IE1,Постельное белье,Текстиль,2,2911.81,0.0
L236IE1,Сковорода,Посуда,1,720.94,0.0
69ZH216,Чашка,Посуда,5,1495.12,0.0
69ZH216,Сковорода,Посуда,4,2263.12,0.0
69ZH216,Чашка,Посуда,3,1219.6,0.0
69ZH216,Яблоки,Продукты,5,208.77,0.0
OT5XKGG,Зарядное устройство,Электроника,3,1358.76,305.96
1Z28R8J,Хлеб,Продукты,3,301.6,0.0
1Z28R8J,Сковорода,Посуда,2,2081.84,0.0
1Z28R8J,Тарелка,Посуда,1,1543.21,454.67
N7E25VX,Мышь,Электроника,3,965.01,0.0
N7E25VX,Наушники,Электроника,3,1440.42,0.0
N7E25VX,Тарелка,Посуда,3,327.84,0.0
ZO56U1P,Сыр,Продукты,3,331.9,86.29
ZO56U1P,Порошок стиральный,Бытовая химия,4,128.34,0.0
ZO56U1P,Полотенце,Текстиль,3,2577.63,686.93
ZO56U1P,Мышь,Электроника,5,592.41,0.0
U2AW5VN,Плед,Текстиль,2,2337.85,0.0
U2AW5VN,Клавиатура,Электроника,1,1031.69,0.0
U2AW5VN,Сыр,Продукты,3,299.69,0.0
CHKDSE7,Шампунь,Бытовая химия,2,302.8,0.0
CHKDSE7,Шторы,Текстиль,5,2923.45,0.0
CHKDSE7,Молоко,Продукты,5,102.06,0.0
CHKDSE7,Флешка,Электроника,1,1728.48,0.0
CHKDSE7,Флешка,Электроника,4,1392.99,322.91
ZWBTHF5,Зарядное устройство,Электроника,4,1201.98,0.0
ZWBTHF5,Кастрюля,Посуда,5,1059.34,0.0
ZWBTHF5,Полотенце,Текстиль,2,1802.9,262.62
ZWBTHF5,Средство для мытья посуды,Бытовая химия,1,334.42,0.0
ZWBTHF5,Мыло,Бытовая химия,3,223.65,0.0
O332S56,Кастрюля,Посуда,1,1453.44,0.0
O332S56,Плед,Текстиль,1,1658.98,0.0
O332S56,Сковорода,Посуда,4,500.64,124.92
PNAZ1X5,Средство для мытья посуды,Бытовая химия,4,155.44,0.0
PNAZ1X5,Мышь,Электроника,5,1219.04,0.0
PNAZ1X5,Сковорода,Посуда,4,1163.91,0.0
PNAZ1X5,Кастрюля,Посуда,3,1549.47,0.0
9PP2WCA,Сковорода,Посуда,2,1027.3,0.0
9PP2WCA,Шампунь,Бытовая химия,2,153.89,0.0
9PP2WCA,Полотенце,Текстиль,2,688.79,0.0
9PP2WCA,Хлеб,Продукты,5,91.83,0.0
9PP2WCA,Флешка,Электроника,2,1961.85,0.0
4ZWUS45,Яблоки,Продукты,1,215.51,0.0
4ZWUS45,Гель для душа,Бытовая химия,5,214.8,49.21
4ZWUS45,Шампунь,Бытовая химия,3,351.25,0.0
4ZWUS45,Чашка,Посуда,4,1337.83,150.96
FAYT7QW,Наушники,Электроника,5,1556.58,0.0
FAYT7QW,Шампунь,Бытовая химия,1,243.3,0.0
7MZEPXS,Мышь,Электроника,2,1344.94,287.67
2HHJFT3,Кастрюля,Посуда,3,780.38,0.0
2HHJFT3,Средство для мытья посуды,Бытовая химия,4,393.41,0.0
2HHJFT3,Нож,Посуда,3,2053.44,0.0
2HHJFT3,Сковорода,Посуда,1,1636.15,0.0
O7A6955,Молоко,Продукты,3,255.62,0.0
O7A6955,Плед,Текстиль,4,1786.13,0.0
