doc_id,item,category,amount,price,discount
NQ3ELTX,Кастрюля,Посуда,1,1043.16,82.7
NQ3ELTX,Флешка,Электроника,1,1070.26,0.0
NQ3ELTX,Шампунь,Бытовая химия,2,100.55,16.54
NQ3ELTX,Флешка,Электроника,4,714.09,129.34
Y8RFXUE,Нож,Посуда,2,1003.39,0.0
X650BOE,Сыр,Продукты,3,328.48,0.0
X650BOE,Тарелка,Посуда,5,2032.67,0.0
X650BOE,Чашка,Посуда,4,794.94,0.0
X650BOE,Тарелка,Посуда,4,1354.04,107.05
UTQ7BZZ,Гель для душа,Бытовая химия,3,314.92,0.0
UTQ7BZZ,Шампунь,Бытовая химия,2,185.67,0.0
UTQ7BZZ,Яблоки,Продукты,2,95.79,0.0
UTQ7BZZ,Яблоки,Продукты,4,181.43,10.28
UTQ7BZZ,Чашка,Посуда,5,1552.92,0.0
W6ICH59,Клавиатура,Электроника,3,1141.78,0.0
J4UCZST,Клавиатура,Электроника,1,1724.01,450.7
J4UCZST,Мышь,Электроника,3,1588.31,0.0
J4UCZST,Нож,Посуда,1,1005.7,0.0
YXXQ9TY,Чашка,Посуда,2,1627.96,0.0
YXXQ9TY,Хлеб,Продукты,1,99.45,15.59
FOAPM15,Скатерть,Текстиль,2,2103.09,111.87
FOAPM15,Гель для душа,Бытовая химия,3,105.1,30.64
FOAPM15,Мыло,Бытовая химия,4,246.26,0.0
FOAPM15,Постельное белье,Текстиль,5,674.54,0.0
FOAPM15,Плед,Текстиль,5,2300.76,0.0
JAZ4TOG,Тарелка,Посуда,2,781.62,0.0
JAZ4TOG,Средство для мытья посуды,Бытовая химия,3,324.92,0.0
JAZ4TOG,Молоко,Продукты,4,299.36,0.0
JAZ4TOG,Шторы,Текстиль,3,1232.99,0.0
8ER6K90,Флешка,Электроника,4,777.39,0.0
8ER6K90,Сыр,Продукты,4,238.59,0.0
8ER6K90,Порошок стиральный,Бытовая химия,1,384.48,0.0
8ER6K90,Колбаса,Продукты,2,329.01,0.0
5T94HJD,Клавиатура,Электроника,2,705.94,162.51
5T94HJD,Полотенце,Текстиль,1,2375.95,0.0
5T94HJD,Флешка,Электроника,5,1210.96,292.94
5T94HJD,Шампунь,Бытовая химия,5,185.7,0.0
RF7KPWO,Тарелка,Посуда,3,961.0,0.0
RF7KPWO,Шампунь,Бытовая химия,1,191.07,0.0
RF7KPWO,Сыр,Продукты,5,347.81,0.0
RF7KPWO,Флешка,Электроника,3,462.92,0.0
RF7KPWO,Скатерть,Текстиль,3,1571.17,0.0
ELFTGEZ,Средство для мытья посуды,Бытовая химия,3,285.74,0.0
KQ560SX,Шампунь,Бытовая химия,3,255.94,0.0
KQ560SX,Постельное белье,Текстиль,5,2039.59,0.0
KQ560SX,Сыр,Продукты,3,245.87,42.36
KQ560SX,Флешка,Электроника,5,846.54,0.0
KQ560SX,Флешка,Электроника,1,1676.51,0.0
Y0KDN49,Флешка,Электроника,4,974.78,180.13
Y0KDN49,Шторы,Текстиль,3,1612.09,0.0
72GPSSV,Яблоки,Продукты,4,214.03,0.0
72GPSSV,Чашка,Посуда,1,1211.47,0.0
72GPSSV,Шторы,Текстиль,2,934.56,0.0
72GPSSV,Хлеб,Продукты,1,275.19,0.0
72GPSSV,Флешка,Электроника,1,844.34,64.98
JNYPSOB,Средство для мытья посуды,Бытовая химия,5,328.06,0.0
JQ5U3E1,Чашка,Посуда,1,2222.52,0.0
JQ5U3E1,Средство для мытья посуды,Бытовая химия,2,283.26,28.2
OBGU4QO,Полотенце,Текстиль,1,606.6,138.24
OBGU4QO,Зарядное устройство,Электроника,3,881.87,0.0
OBGU4QO,Порошок стиральный,Бытовая химия,1,320.82,70.84
OBGU4QO,Колбаса,Продукты,5,98.85,0.0
HRD6NPN,Молоко,Продукты,4,298.58,0.0
HOCPPVD,Наушники,Электроника,4,1457.92,253.99
B7RD976,Постельное белье,Текстиль,3,2459.29,0.0
B7RD976,Мышь,Электроника,2,1005.93,0.0
B7RD976,Мыло,Бытовая химия,1,382.29,0.0
B7RD976,Сковорода,Посуда,2,1833.48,0.0
IXCY7JT,Тарелка,Посуда,3,2276.39,0.0
IXCY7JT,Порошок стиральный,Бытовая химия,4,352.43,72.09
IXCY7JT,Нож,Посуда,4,1661.16,0.0
IXCY7JT,Флешка,Электроника,2,455.58,0.0
E2JRS6F,Молоко,Продукты,2,286.87,0.0
E2JRS6F,Кастрюля,Посуда,3,420.68,107.19
E2JRS6F,Кастрюля,Посуда,4,2201.47,0.0
DPNE638,Клавиатура,Электроника,4,1948.1,563.59
DPNE638,Порошок стиральный,Бытовая химия,4,210.81,53.25
DPNE638,Зарядное устройство,Электроника,4,679.96,0.0
DPNE638,Кастрюля,Посуда,3,273.15,0.0
27YT6ZB,Шторы,Текстиль,2,1795.66,0.0
27YT6ZB,Нож,Посуда,1,796.17,0.0
E1VYUHC,Шампунь,Бытовая химия,1,168.29,33.89
E1VYUHC,Постельное белье,Текстиль,4,1136.83,0.0
E1VYUHC,Чашка,Посуда,1,2290.06,0.0
E1VYUHC,Мышь,Электроника,2,1904.87,0.0
E1VYUHC,Гель для душа,Бытовая химия,3,146.2,0.0
ZY8PCM5,Чашка,Посуда,3,1297.58,0.0
ZY8PCM5,Сыр,Продукты,1,296.76,48.82
ZY8PCM5,Тарелка,Посуда,5,2252.34,0.0
ZY8PCM5,Порошок стиральный,Бытовая химия,3,360.33,0.0
ZY8PCM5,Кастрюля,Посуда,4,1568.75,0.0
44621LZ,Мышь,Электроника,5,478.62,0.0
44621LZ,Чашка,Посуда,5,602.34,0.0
44621LZ,Тарелка,Посуда,3,425.52,35.35
44621LZ,Шторы,Текстиль,3,1857.89,300.83
13XXRMM,Мышь,Электроника,1,1183.23,181.66
13XXRMM,Мыло,Бытовая химия,2,314.17,0.0
13XXRMM,Колбаса,Продукты,3,122.97,0.0
ISCF5A8,Зарядное устройство,Электроника,5,1639.01,0.0
UAB9D3D,Клавиатура,Электроника,1,1190.92,0.0
UAB9D3D,Яблоки,Продукты,5,159.14,0.0
UAB9D3D,Яблоки,Продукты,5,151.96,9.76
UAB9D3D,Кастрюля,Посуда,5,944.84,174.16
UAB9D3D,Чашка,Посуда,3,2485.38,544.25
PJ3WOJD,Наушники,Электроника,3,798.68,102.69
