doc_id,item,category,amount,price,discount
C5014GZ,Кастрюля,Посуда,3,2247.3,0.0
HWZB8L0,Средство для мытья посуды,Бытовая химия,3,357.77,0.0
HWZB8L0,Средство для мытья посуды,Бытовая химия,2,379.84,0.0
9UCW5JS,Хлеб,Продукты,2,96.68,0.0
9UCW5JS,Сыр,Продукты,5,139.58,28.97
9UCW5JS,Полотенце,Текстиль,2,1562.72,0.0
9UCW5JS,Полотенце,Текстиль,2,2645.02,0.0
2HCSLNL,Плед,Текстиль,5,1374.63,0.0
2HCSLNL,Мышь,Электроника,1,825.49,0.0
ZJ7SFGF,Нож,Посуда,4,2227.19,0.0
ZJ7SFGF,Плед,Текстиль,4,1449.23,0.0
WJZXMIC,Шторы,Текстиль,1,737.79,0.0
WJZXMIC,Порошок стиральный,Бытовая химия,4,311.14,0.0
S4Q5OQP,Кастрюля,Посуда,3,346.54,98.07
1JQWLST,Флешка,Электроника,2,480.46,0.0
QYLMMXR,Порошок стиральный,Бытовая химия,1,279.72,62.86
QYLMMXR,Скатерть,Текстиль,5,1488.72,0.0
QYLMMXR,Чашка,Посуда,2,2261.59,0.0
QYLMMXR,Шторы,Текстиль,4,1283.18,162.59
QYLMMXR,Гель для душа,Бытовая химия,5,176.72,47.95
0JFP1I9,Тарелка,Посуда,5,2321.82,0.0
0JFP1I9,Плед,Текстиль,2,1942.47,0.0
0JFP1I9,Чашка,Посуда,3,715.92,0.0
0JFP1I9,Шампунь,Бытовая химия,2,216.17,49.65
0JFP1I9,Полотенце,Текстиль,4,1066.9,139.4
9JY5TBN,Сыр,Продукты,3,233.31,0.0
XJFWMHM,Зарядное устройство,Электроника,2,717.49,0.0
XJFWMHM,Флешка,Электроника,1,1724.09,185.38
9DHFC6P,Мыло,Бытовая химия,4,251.41,0.0
9DHFC6P,Скатерть,Текстиль,4,2510.61,0.0
9DHFC6P,Полотенце,Текстиль,1,2458.12,464.77
DS0LXDE,Флешка,Электроника,3,1053.67,0.0
DS0LXDE,Мыло,Бытовая химия,2,111.48,0.0
DS0LXDE,Шторы,Текстиль,2,2804.63,0.0
DS0LXDE,Кастрюля,Посуда,3,1831.87,0.0
DS0LXDE,Яблоки,Продукты,1,244.54,0.0
8BT2OY4,Сковорода,Посуда,3,2081.47,386.38
8BT2OY4,Нож,Посуда,4,305.48,0.0
8BT2OY4,Мышь,Электроника,5,1524.97,0.0
CLLCGUP,Зарядное устройство,Электроника,5,1076.93,281.57
EBX1RO1,Полотенце,Текстиль,4,2925.94,0.0
EBX1RO1,Тарелка,Посуда,1,936.03,210.51
EBX1RO1,Флешка,Электроника,5,1377.6,0.0
EBX1RO1,Молоко,Продукты,5,232.8,0.0
EBX1RO1,Сковорода,Посуда,1,1072.75,0.0
LO8OZ9Y,Клавиатура,Электроника,1,1098.45,0.0
FY80B7A,Порошок стиральный,Бытовая химия,4,360.08,81.53
BHFZIO4,Колбаса,Продукты,4,342.08,99.89
BHFZIO4,Молоко,Продукты,2,335.86,31.25
Y700ACY,Мыло,Бытовая химия,3,329.77,0.0
Y700ACY,Шторы,Текстиль,5,2826.02,650.98
19RH91F,Порошок стиральный,Бытовая химия,2,271.22,79.45
19RH91F,Скатерть,Текстиль,2,854.77,0.0
QD1TO0R,Тарелка,Посуда,4,1129.63,0.0
QD1TO0R,Колбаса,Продукты,5,236.67,0.0
QD1TO0R,Тарелка,Посуда,5,497.19,89.88
QD1TO0R,Нож,Посуда,1,389.35,42.49
3ZV3F0I,Порошок стиральный,Бытовая химия,1,211.43,0.0
KCC25KN,Клавиатура,Электроника,2,803.17,0.0
KCC25KN,Скатерть,Текстиль,1,1160.58,0.0
KCC25KN,Чашка,Посуда,1,2444.15,0.0
KCC25KN,Мыло,Бытовая химия,3,379.43,0.0
KCC25KN,Флешка,Электроника,1,1704.8,0.0
PRIG2EO,Флешка,Электроника,5,1004.98,0.0
PRIG2EO,Шампунь,Бытовая химия,3,119.46,0.0
PRIG2EO,Наушники,Электроника,5,1026.88,233.87
PRIG2EO,Молоко,Продукты,3,211.49,48.91
PRIG2EO,Мыло,Бытовая химия,2,293.96,0.0
2VH4WMX,Средство для мытья посуды,Бытовая химия,2,379.94,19.67
DJNPBDF,Скатерть,Текстиль,1,1306.23,0.0
DJNPBDF,Молоко,Продукты,3,268.11,0.0
DJNPBDF,Порошок стиральный,Бытовая химия,3,320.97,75.59
DJNPBDF,Шторы,Текстиль,1,1850.01,0.0
DJNPBDF,Клавиатура,Электроника,4,589.32,0.0
JXEP1GD,Молоко,Продукты,5,266.11,42.06
JXEP1GD,Сыр,Продукты,3,290.18,0.0
