doc_id,item,category,amount,price,discount
RNX2GRT,Полотенце,Текстиль,2,2758.35,0.0
AR6SLY9,Гель для душа,Бытовая химия,5,215.05,15.61
AR6SLY9,Шампунь,Бытовая химия,1,311.13,92.77
AR6SLY9,Полотенце,Текстиль,1,1475.38,0.0
AR6SLY9,Флешка,Электроника,2,1947.25,0.0
QF16KSK,Чашка,Посуда,5,1408.57,0.0
QF16KSK,Полотенце,Текстиль,1,2185.05,0.0
QF16KSK,Тарелка,Посуда,5,267.19,0.0
QF16KSK,Хлеб,Продукты,1,174.2,0.0
DPVLZ53,Сковорода,Посуда,5,1679.21,0.0
DPVLZ53,Сыр,Продукты,1,213.26,0.0
DPVLZ53,Молоко,Продукты,2,318.95,0.0
5W5UBKI,Чашка,Посуда,4,1418.5,0.0
5W5UBKI,Хлеб,Продукты,1,193.39,0.0
5W5UBKI,Полотенце,Текстиль,4,1661.04,0.0
5W5UBKI,Шторы,Текстиль,5,636.86,0.0
5W5UBKI,Клавиатура,Электроника,2,1272.83,0.0
I834IYJ,Тарелка,Посуда,4,1507.3,0.0
I834IYJ,Кастрюля,Посуда,5,1816.35,0.0
I834IYJ,Кастрюля,Посуда,3,885.54,0.0
I834IYJ,Плед,Текстиль,4,2755.18,0.0
I834IYJ,Сыр,Продукты,2,279.99,24.33
KJ5A87A,Хлеб,Продукты,1,93.74,0.0
KJ5A87A,Сыр,Продукты,2,115.13,0.0
0MYS1H8,Шампунь,Бытовая химия,1,213.59,0.0
0MYS1H8,Клавиатура,Электроника,1,1584.03,0.0
0MYS1H8,Средство для мытья посуды,Бытовая химия,5,353.58,0.0
0MYS1H8,Полотенце,Текстиль,5,771.81,0.0
X1C67L2,Мышь,Электроника,1,1963.39,0.0
X1C67L2,Чашка,Посуда,1,2433.58,0.0
X1C67L2,Шампунь,Бытовая химия,3,307.32,34.16
X1C67L2,Шампунь,Бытовая химия,3,196.8,0.0
HHRUVOX,Яблоки,Продукты,1,167.26,0.0
HHRUVOX,Сыр,Продукты,4,134.21,0.0
HHRUVOX,Зарядное устройство,Электроника,3,1624.78,0.0
HHRUVOX,Плед,Текстиль,2,2775.34,0.0
HHRUVOX,Мышь,Электроника,3,1075.45,0.0
AJTMSHM,Чашка,Посуда,3,291.11,0.0
AJTMSHM,Мыло,Бытовая химия,4,345.18,70.55
AJTMSHM,Мыло,Бытовая химия,1,151.47,28.13
AJTMSHM,Чашка,Посуда,1,1774.42,323.19
AJTMSHM,Нож,Посуда,2,390.57,102.77
DGYE4AN,Сыр,Продукты,2,291.63,0.0
DGYE4AN,Гель для душа,Бытовая химия,4,143.66,0.0
DGN7N4P,Яблоки,Продукты,1,139.6,0.0
DGN7N4P,Сковорода,Посуда,5,1051.05,213.22
DGN7N4P,Мышь,Электроника,4,1121.69,0.0
BZBE8TY,Порошок стиральный,Бытовая химия,3,268.32,0.0
QGUFXW7,Тарелка,Посуда,5,1131.96,0.0
GE0QXDG,Чашка,Посуда,1,722.76,115.11
5NX1KYX,Мыло,Бытовая химия,5,242.05,0.0
5NX1KYX,Плед,Текстиль,3,643.11,0.0
5NX1KYX,Плед,Текстиль,3,2674.81,0.0
5NX1KYX,Тарелка,Посуда,3,976.74,0.0
S2WYPC2,Полотенце,Текстиль,4,2848.03,0.0
S2WYPC2,Сковорода,Посуда,3,592.12,0.0
S2WYPC2,Яблоки,Продукты,4,180.39,0.0
S2WYPC2,Постельное белье,Текстиль,5,2768.18,0.0
S2WYPC2,Средство для мытья посуды,Бытовая химия,1,232.94,43.93
PLM0PLQ,Полотенце,Текстиль,4,1984.07,0.0
PLM0PLQ,Скатерть,Текстиль,5,937.1,0.0
PLM0PLQ,Флешка,Электроника,4,550.65,0.0
JSYM63C,Мыло,Бытовая химия,4,316.24,0.0
JSYM63C,Яблоки,Продукты,5,305.57,0.0
JSYM63C,Наушники,Электроника,5,1976.37,0.0
JSYM63C,Колбаса,Продукты,5,313.03,0.0
J8319F2,Колбаса,Продукты,1,300.92,0.0
J8319F2,Хлеб,Продукты,5,148.72,0.0
XWP8TGH,Колбаса,Продукты,2,261.67,58.02
XWP8TGH,Молоко,Продукты,4,266.97,0.0
XWP8TGH,Гель для душа,Бытовая химия,4,233.11,46.03
XWP8TGH,Яблоки,Продукты,3,212.1,57.02
AXGG8U5,Шампунь,Бытовая химия,3,134.94,14.95
AXGG8U5,Полотенце,Текстиль,1,2356.97,166.55
I5UAGQU,Плед,Текстиль,4,1318.85,0.0
I5UAGQU,Хлеб,Продукты,1,148.66,9.08
MVIZ3GJ,Зарядное устройство,Электроника,5,1593.6,184.46
IDO6ZJ3,Молоко,Продукты,1,255.26,0.0
G7DOWTX,Колбаса,Продукты,3,237.03,0.0
G7DOWTX,Наушники,Электроника,2,1919.73,0.0
G7DOWTX,Гель для душа,Бытовая химия,3,396.88,0.0
G7DOWTX,Плед,Текстиль,1,1222.06,0.0
KSS2709,Флешка,Электроника,2,1295.06,208.33
KSS2709,Зарядное устройство,Электроника,1,726.55,0.0
QUMBDUY,Мыло,Бытовая химия,4,153.33,0.0
QUMBDUY,Шампунь,Бытовая химия,3,177.19,0.0
QUMBDUY,Гель для душа,Бытовая химия,1,387.77,0.0
TOMP84W,Полотенце,Текстиль,5,2081.04,0.0
TOMP84W,Средство для мытья посуды,Бытовая химия,3,291.39,0.0
TOMP84W,Мышь,Электроника,1,1866.42,0.0
TOMP84W,Полотенце,Текстиль,5,948.71,88.99
D3YSOH1,Кастрюля,Посуда,2,1420.21,0.0
