doc_id,item,category,amount,price,discount
BP5SY5K,Чашка,Посуда,3,2257.76,0.0
BP5SY5K,Сковорода,Посуда,1,2101.23,167.32
BP5SY5K,Сыр,Продукты,1,176.46,0.0
54AU9PL,Плед,Текстиль,4,1534.62,229.76
54AU9PL,Мыло,Бытовая химия,5,368.1,0.0
54AU9PL,Флешка,Электроника,2,1773.91,0.0
XS0VVQX,Гель для душа,Бытовая химия,3,239.76,0.0
XS0VVQX,Шторы,Текстиль,3,1460.89,0.0
XS0VVQX,Средство для мытья посуды,Бытовая химия,5,182.15,0.0
EQNUXLN,Яблоки,Продукты,4,128.22,7.76
M72NUGZ,Кастрюля,Посуда,1,2222.82,0.0
M72NUGZ,Зарядное устройство,Электроника,2,1140.98,242.08
ZG8J7L6,Средство для мытья посуды,Бытовая химия,2,189.15,0.0
ZG8J7L6,Порошок стиральный,Бытовая химия,4,149.41,0.0
ZG8J7L6,Сыр,Продукты,5,180.87,0.0
ZG8J7L6,Нож,Посуда,5,861.46,0.0
ZG8J7L6,Чашка,Посуда,5,1197.87,0.0
01O8HZ0,Молоко,Продукты,1,113.2,0.0
01O8HZ0,Яблоки,Продукты,1,216.82,0.0
01O8HZ0,Кастрюля,Посуда,2,2004.14,598.97
AMKP1OG,Шампунь,Бытовая химия,4,125.12,0.0
AMKP1OG,Полотенце,Текстиль,3,1012.52,0.0
AMKP1OG,Сыр,Продукты,1,334.29,63.02
AMKP1OG,Наушники,Электроника,1,805.34,213.2
2QGRRPB,Сковорода,Посуда,1,2329.12,0.0
2QGRRPB,Наушники,Электроника,2,1518.54,0.0
2QGRRPB,Флешка,Электроника,1,1311.47,0.0
OPS4GM8,Тарелка,Посуда,4,1505.08,0.0
Q5MD8JX,Молоко,Продукты,5,237.61,0.0
Q5MD8JX,Молоко,Продукты,1,148.54,0.0
YB9Y71P,Клавиатура,Электроника,5,1983.87,292.52
YB9Y71P,Гель для душа,Бытовая химия,2,200.83,16.1
YB9Y71P,Зарядное устройство,Электроника,3,996.3,0.0
YB9Y71P,Хлеб,Продукты,3,253.48,0.0
YB9Y71P,Шторы,Текстиль,2,1170.03,164.64
1W78D0X,Чашка,Посуда,1,1151.42,0.0
1W78D0X,Клавиатура,Электроника,3,1696.43,0.0
1W78D0X,Гель для душа,Бытовая химия,2,332.21,0.0
1W78D0X,Зарядное устройство,Электроника,5,1267.38,0.0
W8Z3SFB,Шторы,Текстиль,4,2182.33,0.0
W8Z3SFB,Шторы,Текстиль,1,2564.24,0.0
G5KPKK8,Колбаса,Продукты,2,165.68,13.44
RYY9NNH,Флешка,Электроника,3,1652.64,207.7
RYY9NNH,Плед,Текстиль,3,2010.96,177.2
RYY9NNH,Тарелка,Посуда,1,999.98,0.0
HGGE6KG,Нож,Посуда,5,1175.98,0.0
HGGE6KG,Тарелка,Посуда,1,1123.06,0.0
7A4REL1,Сыр,Продукты,3,314.88,0.0
7A4REL1,Нож,Посуда,3,1633.46,0.0
7A4REL1,Колбаса,Продукты,5,335.42,82.42
2BFJ8O7,Порошок стиральный,Бытовая химия,5,382.0,0.0
2BFJ8O7,Средство для мытья посуды,Бытовая химия,4,131.22,0.0
IMX592Z,Порошок стиральный,Бытовая химия,3,163.89,0.0
6YBNT0E,Чашка,Посуда,5,667.31,0.0
6YBNT0E,Средство для мытья посуды,Бытовая химия,3,125.23,11.03
6YBNT0E,Мышь,Электроника,4,1539.31,182.07
RJ3P2CL,Флешка,Электроника,4,935.23,0.0
RJ3P2CL,Мышь,Электроника,5,1757.99,0.0
RJ3P2CL,Нож,Посуда,3,2155.37,0.0
N9VS5CO,Мыло,Бытовая химия,4,276.5,57.06
N9VS5CO,Сыр,Продукты,4,138.91,0.0
N9VS5CO,Мыло,Бытовая химия,2,154.03,0.0
2EYTBCJ,Кастрюля,Посуда,1,1224.71,252.88
2EYTBCJ,Наушники,Электроника,2,1376.9,211.68
2EYTBCJ,Полотенце,Текстиль,1,2731.03,0.0
2EYTBCJ,Мышь,Электроника,4,1280.74,0.0
2EYTBCJ,Флешка,Электроника,3,954.14,0.0
LT4JDKF,Постельное белье,Текстиль,2,688.74,103.79
LT4JDKF,Колбаса,Продукты,4,117.27,9.79
LT4JDKF,Кастрюля,Посуда,5,578.46,0.0
LT4JDKF,Молоко,Продукты,5,156.59,14.2
JKY8BHV,Зарядное устройство,Электроника,2,1385.26,0.0
JKY8BHV,Мышь,Электроника,1,1706.0,0.0
YOVZ63A,Мыло,Бытовая химия,4,129.84,0.0
YOVZ63A,Молоко,Продукты,2,298.7,0.0
YOVZ63A,Шампунь,Бытовая химия,3,358.88,63.94
YOVZ63A,Колбаса,Продукты,4,339.03,0.0
WO8ZQO0,Зарядное устройство,Электроника,2,1547.85,0.0
FS1F80P,Клавиатура,Электроника,5,789.47,48.77
FS1F80P,Кастрюля,Посуда,5,373.26,0.0
FS1F80P,Молоко,Продукты,2,159.64,0.0
FS1F80P,Зарядное устройство,Электроника,2,1191.7,302.62
G6IT8EN,Гель для душа,Бытовая химия,5,296.95,30.31
IG3WAQU,Сыр,Продукты,1,111.71,0.0
IG3WAQU,Кастрюля,Посуда,2,1586.32,0.0
IG3WAQU,Флешка,Электроника,2,1121.59,0.0
IG3WAQU,Зарядное устройство,Электроника,1,988.45,0.0
IG3WAQU,Хлеб,Продукты,5,96.39,0.0
I2I63R8,Гель для душа,Бытовая химия,2,367.98,0.0
21ZBL2T,Колбаса,Продукты,1,330.89,0.0
WNRVMLV,Кастрюля,Посуда,4,1207.51,0.0
WNRVMLV,Сковорода,Посуда,5,1840.64,502.12
WNRVMLV,Наушники,Электроника,5,1049.58,118.39
WNRVMLV,Постельное белье,Текстиль,2,1762.43,234.55
GY1Y707,Мышь,Электроника,5,1793.71,0.0
GY1Y707,Сыр,Продукты,4,327.21,0.0
GY1Y707,Колбаса,Продукты,5,122.36,0.0
T2L84HH,Яблоки,Продукты,4,308.93,0.0
77C2MIQ,Порошок стиральный,Бытовая химия,3,207.59,0.0
KVUXWSM,Сковорода,Посуда,1,2283.03,0.0
KVUXWSM,Колбаса,Продукты,3,120.31,0.0
KVUXWSM,Хлеб,Продукты,2,277.45,0.0
KVUXWSM,Хлеб,Продукты,3,213.01,0.0
KVUXWSM,Плед,Текстиль,3,1516.18,139.98
CNK702Z,Нож,Посуда,2,1002.17,0.0
CNK702Z,Гель для душа,Бытовая химия,3,140.2,0.0
CNK702Z,Сыр,Продукты,2,280.98,0.0
Q491WA6,Сыр,Продукты,5,266.54,0.0
Q491WA6,Флешка,Электроника,1,843.12,0.0
Q491WA6,Средство для мытья посуды,Бытовая химия,5,295.38,0.0
2D0UXI5,Сыр,Продукты,2,337.45,0.0
2D0UXI5,Зарядное устройство,Электроника,1,1121.88,316.13
2D0UXI5,Сыр,Продукты,3,224.71,0.0
2D0UXI5,Скатерть,Текстиль,1,2599.05,0.0
2D0UXI5,Яблоки,Продукты,4,140.22,0.0
